ID,카테고리,아이템,원본 크기 XYZ(m),조정 크기 XYZ(m),축소 배율,비고,프리팹,원본 에셋,패키지
modern_ad842eeddd,총기·폭발물,섬광탄,0.041 × 0.126 × 0.045,0.041 × 0.126 × 0.045,1.0,원본 팩의 메시·텍스처 참조를 제공된 FBX·팔레트로 복구,Assets/_Game/Content/ItemCollection/Prefabs/modern/modern_ad842eeddd.prefab,Assets/ItemSources/Low_Poly_Weapons_VOL1/Low Poly Weapons VOL.1/Prefabs/Flash.prefab,Low Poly Weapons VOL1
modern_4eea518a96,총기·폭발물,M107저격소총,0.087 × 0.215 × 1.235,0.028 × 0.068 × 0.393,0.31817626953125,원본 팩의 메시·텍스처 참조를 제공된 FBX·팔레트로 복구,Assets/_Game/Content/ItemCollection/Prefabs/modern/modern_4eea518a96.prefab,Assets/ItemSources/Low_Poly_Weapons_VOL1/Low Poly Weapons VOL.1/Prefabs/M107.prefab,Low Poly Weapons VOL1
modern_a76908d6f9,총기·폭발물,M1911권총,0.030 × 0.157 × 0.248,0.030 × 0.157 × 0.248,1.0,원본 팩의 메시·텍스처 참조를 제공된 FBX·팔레트로 복구,Assets/_Game/Content/ItemCollection/Prefabs/modern/modern_a76908d6f9.prefab,Assets/ItemSources/Low_Poly_Weapons_VOL1/Low Poly Weapons VOL.1/Prefabs/M1911.prefab,Low Poly Weapons VOL1
modern_16835a8a57,총기·폭발물,M2중기관총,0.981 × 0.542 × 1.887,0.204 × 0.113 × 0.393,0.20822587609291077,원본 팩의 메시·텍스처 참조를 제공된 FBX·팔레트로 복구,Assets/_Game/Content/ItemCollection/Prefabs/modern/modern_16835a8a57.prefab,Assets/ItemSources/Low_Poly_Weapons_VOL1/Low Poly Weapons VOL.1/Prefabs/M2_50cal.prefab,Low Poly Weapons VOL1
modern_672ff7d186,총기·폭발물,M249기관총,0.145 × 0.226 × 0.862,0.066 × 0.103 × 0.393,0.45617616176605225,원본 팩의 메시·텍스처 참조를 제공된 FBX·팔레트로 복구,Assets/_Game/Content/ItemCollection/Prefabs/modern/modern_672ff7d186.prefab,Assets/ItemSources/Low_Poly_Weapons_VOL1/Low Poly Weapons VOL.1/Prefabs/M249.prefab,Low Poly Weapons VOL1
modern_9a0ba0157e,총기·폭발물,M4소총,0.060 × 0.237 × 0.724,0.032 × 0.129 × 0.393,0.5431415438652039,원본 팩의 메시·텍스처 참조를 제공된 FBX·팔레트로 복구,Assets/_Game/Content/ItemCollection/Prefabs/modern/modern_9a0ba0157e.prefab,Assets/ItemSources/Low_Poly_Weapons_VOL1/Low Poly Weapons VOL.1/Prefabs/M4_8.prefab,Low Poly Weapons VOL1
modern_f773aba979,총기·폭발물,수류탄,0.071 × 0.157 × 0.078,0.071 × 0.157 × 0.078,1.0,원본 팩의 메시·텍스처 참조를 제공된 FBX·팔레트로 복구,Assets/_Game/Content/ItemCollection/Prefabs/modern/modern_f773aba979.prefab,Assets/ItemSources/Low_Poly_Weapons_VOL1/Low Poly Weapons VOL.1/Prefabs/RGD-5.prefab,Low Poly Weapons VOL1
modern_0c83c31a83,총기·폭발물,RPG7발사기,0.138 × 0.301 × 1.511,0.036 × 0.078 × 0.393,0.26012158393859863,원본 팩의 메시·텍스처 참조를 제공된 FBX·팔레트로 복구,Assets/_Game/Content/ItemCollection/Prefabs/modern/modern_0c83c31a83.prefab,Assets/ItemSources/Low_Poly_Weapons_VOL1/Low Poly Weapons VOL.1/Prefabs/RPG7.prefab,Low Poly Weapons VOL1
modern_5acb2a9c18,총기·폭발물,연막탄,0.076 × 0.153 × 0.083,0.076 × 0.153 × 0.083,1.0,원본 팩의 메시·텍스처 참조를 제공된 FBX·팔레트로 복구,Assets/_Game/Content/ItemCollection/Prefabs/modern/modern_5acb2a9c18.prefab,Assets/ItemSources/Low_Poly_Weapons_VOL1/Low Poly Weapons VOL.1/Prefabs/Smoke.prefab,Low Poly Weapons VOL1
modern_96e377ec33,총기·폭발물,우지,0.036 × 0.214 × 0.382,0.036 × 0.214 × 0.382,1.0,원본 팩의 메시·텍스처 참조를 제공된 FBX·팔레트로 복구,Assets/_Game/Content/ItemCollection/Prefabs/modern/modern_96e377ec33.prefab,Assets/ItemSources/Low_Poly_Weapons_VOL1/Low Poly Weapons VOL.1/Prefabs/Uzi.prefab,Low Poly Weapons VOL1
modern_dc7338cb5d,총기·폭발물,권총 001,0.094 × 0.324 × 0.575,0.064 × 0.221 × 0.393,0.6833808422088623,,Assets/_Game/Content/ItemCollection/Prefabs/modern/modern_dc7338cb5d.prefab,Assets/ItemSources/Weapons_FREE_Low_Poly_3D_Models_Pack/ithappy/Weapons_FREE/Prefabs/pistol_001.prefab,Weapons FREE - Low Poly 3D Models Pack
modern_74572948e5,총기·폭발물,소총 001,0.136 × 0.506 × 1.757,0.030 × 0.113 × 0.393,0.22374151647090912,,Assets/_Game/Content/ItemCollection/Prefabs/modern/modern_74572948e5.prefab,Assets/ItemSources/Weapons_FREE_Low_Poly_3D_Models_Pack/ithappy/Weapons_FREE/Prefabs/rifle_001.prefab,Weapons FREE - Low Poly 3D Models Pack
modern_d344dc8e33,총기·폭발물,산탄총 001,0.132 × 0.388 × 1.731,0.030 × 0.088 × 0.393,0.22699293494224548,,Assets/_Game/Content/ItemCollection/Prefabs/modern/modern_d344dc8e33.prefab,Assets/ItemSources/Weapons_FREE_Low_Poly_3D_Models_Pack/ithappy/Weapons_FREE/Prefabs/shotgun_001.prefab,Weapons FREE - Low Poly 3D Models Pack
modern_fbeb02ff88,총기·폭발물,저격소총 001,0.214 × 0.441 × 1.813,0.046 × 0.096 × 0.393,0.21675385534763336,,Assets/_Game/Content/ItemCollection/Prefabs/modern/modern_fbeb02ff88.prefab,Assets/ItemSources/Weapons_FREE_Low_Poly_3D_Models_Pack/ithappy/Weapons_FREE/Prefabs/sniper_rifle_001.prefab,Weapons FREE - Low Poly 3D Models Pack
fantasy_c36f9f66f8,판타지 소품,한손도끼 1,0.501 × 1.189 × 0.067,0.427 × 1.015 × 0.057,0.8533205389976501,,Assets/_Game/Content/ItemCollection/Prefabs/fantasy/fantasy_c36f9f66f8.prefab,Assets/ItemSources/3D_FREE_Low_Poly_Fantasy_Axes_Pack/Waycore Studio/Low Poly Fantasy Weapons/Axes/Prefabs/one_handed_axe_1.prefab,3D FREE Low Poly Fantasy Axes Pack
fantasy_500e50e599,판타지 소품,한손도끼 2,0.521 × 0.979 × 0.075,0.427 × 0.802 × 0.061,0.8192888498306274,,Assets/_Game/Content/ItemCollection/Prefabs/fantasy/fantasy_500e50e599.prefab,Assets/ItemSources/3D_FREE_Low_Poly_Fantasy_Axes_Pack/Waycore Studio/Low Poly Fantasy Weapons/Axes/Prefabs/one_handed_axe_2.prefab,3D FREE Low Poly Fantasy Axes Pack
fantasy_9a26be1fb6,판타지 소품,한손도끼 3,0.426 × 1.198 × 0.096,0.385 × 1.085 × 0.087,0.9053564667701721,,Assets/_Game/Content/ItemCollection/Prefabs/fantasy/fantasy_9a26be1fb6.prefab,Assets/ItemSources/3D_FREE_Low_Poly_Fantasy_Axes_Pack/Waycore Studio/Low Poly Fantasy Weapons/Axes/Prefabs/one_handed_axe_3.prefab,3D FREE Low Poly Fantasy Axes Pack
fantasy_16a85a9c30,판타지 소품,한손도끼 4,0.565 × 1.118 × 0.091,0.427 × 0.846 × 0.069,0.7559740543365479,,Assets/_Game/Content/ItemCollection/Prefabs/fantasy/fantasy_16a85a9c30.prefab,Assets/ItemSources/3D_FREE_Low_Poly_Fantasy_Axes_Pack/Waycore Studio/Low Poly Fantasy Weapons/Axes/Prefabs/one_handed_axe_4.prefab,3D FREE Low Poly Fantasy Axes Pack
fantasy_1bbb34092f,판타지 소품,한손도끼 5,0.573 × 1.107 × 0.126,0.427 × 0.825 × 0.094,0.7450469136238098,,Assets/_Game/Content/ItemCollection/Prefabs/fantasy/fantasy_1bbb34092f.prefab,Assets/ItemSources/3D_FREE_Low_Poly_Fantasy_Axes_Pack/Waycore Studio/Low Poly Fantasy Weapons/Axes/Prefabs/one_handed_axe_5.prefab,3D FREE Low Poly Fantasy Axes Pack
fantasy_caf80a4812,판타지 소품,한손도끼 6,0.656 × 1.144 × 0.096,0.427 × 0.745 × 0.062,0.6515874266624451,,Assets/_Game/Content/ItemCollection/Prefabs/fantasy/fantasy_caf80a4812.prefab,Assets/ItemSources/3D_FREE_Low_Poly_Fantasy_Axes_Pack/Waycore Studio/Low Poly Fantasy Weapons/Axes/Prefabs/one_handed_axe_6.prefab,3D FREE Low Poly Fantasy Axes Pack
fantasy_4c3fe83aff,판타지 소품,한손도끼 7,0.660 × 1.342 × 0.096,0.427 × 0.869 × 0.062,0.6473243236541748,,Assets/_Game/Content/ItemCollection/Prefabs/fantasy/fantasy_4c3fe83aff.prefab,Assets/ItemSources/3D_FREE_Low_Poly_Fantasy_Axes_Pack/Waycore Studio/Low Poly Fantasy Weapons/Axes/Prefabs/one_handed_axe_7.prefab,3D FREE Low Poly Fantasy Axes Pack
fantasy_60fa2ab371,판타지 소품,한손도끼 8,0.649 × 1.304 × 0.081,0.427 × 0.859 × 0.053,0.6586043834686279,,Assets/_Game/Content/ItemCollection/Prefabs/fantasy/fantasy_60fa2ab371.prefab,Assets/ItemSources/3D_FREE_Low_Poly_Fantasy_Axes_Pack/Waycore Studio/Low Poly Fantasy Weapons/Axes/Prefabs/one_handed_axe_8.prefab,3D FREE Low Poly Fantasy Axes Pack
fantasy_56cceccaf0,판타지 소품,양손도끼 1,0.707 × 1.889 × 0.074,0.406 × 1.085 × 0.042,0.5741691589355469,,Assets/_Game/Content/ItemCollection/Prefabs/fantasy/fantasy_56cceccaf0.prefab,Assets/ItemSources/3D_FREE_Low_Poly_Fantasy_Axes_Pack/Waycore Studio/Low Poly Fantasy Weapons/Axes/Prefabs/two_handed_axe_1.prefab,3D FREE Low Poly Fantasy Axes Pack
fantasy_1a92d6be85,판타지 소품,양손도끼 2,0.456 × 1.973 × 0.090,0.251 × 1.085 × 0.049,0.549808144569397,,Assets/_Game/Content/ItemCollection/Prefabs/fantasy/fantasy_1a92d6be85.prefab,Assets/ItemSources/3D_FREE_Low_Poly_Fantasy_Axes_Pack/Waycore Studio/Low Poly Fantasy Weapons/Axes/Prefabs/two_handed_axe_2.prefab,3D FREE Low Poly Fantasy Axes Pack
fantasy_492b55642f,판타지 소품,양손도끼 3,0.661 × 1.980 × 0.088,0.362 × 1.085 × 0.048,0.5478481650352478,,Assets/_Game/Content/ItemCollection/Prefabs/fantasy/fantasy_492b55642f.prefab,Assets/ItemSources/3D_FREE_Low_Poly_Fantasy_Axes_Pack/Waycore Studio/Low Poly Fantasy Weapons/Axes/Prefabs/two_handed_axe_3.prefab,3D FREE Low Poly Fantasy Axes Pack
fantasy_1f25b7b7ff,판타지 소품,양손도끼 4,0.722 × 1.993 × 0.066,0.393 × 1.085 × 0.036,0.5442943572998047,,Assets/_Game/Content/ItemCollection/Prefabs/fantasy/fantasy_1f25b7b7ff.prefab,Assets/ItemSources/3D_FREE_Low_Poly_Fantasy_Axes_Pack/Waycore Studio/Low Poly Fantasy Weapons/Axes/Prefabs/two_handed_axe_4.prefab,3D FREE Low Poly Fantasy Axes Pack
fantasy_bc56f156e4,판타지 소품,양손도끼 5,0.737 × 1.957 × 0.061,0.409 × 1.085 × 0.034,0.5543532967567444,,Assets/_Game/Content/ItemCollection/Prefabs/fantasy/fantasy_bc56f156e4.prefab,Assets/ItemSources/3D_FREE_Low_Poly_Fantasy_Axes_Pack/Waycore Studio/Low Poly Fantasy Weapons/Axes/Prefabs/two_handed_axe_5.prefab,3D FREE Low Poly Fantasy Axes Pack
fantasy_1ef9ea1178,판타지 소품,양손도끼 6,0.641 × 2.009 × 0.057,0.346 × 1.085 × 0.031,0.5399410128593445,,Assets/_Game/Content/ItemCollection/Prefabs/fantasy/fantasy_1ef9ea1178.prefab,Assets/ItemSources/3D_FREE_Low_Poly_Fantasy_Axes_Pack/Waycore Studio/Low Poly Fantasy Weapons/Axes/Prefabs/two_handed_axe_6.prefab,3D FREE Low Poly Fantasy Axes Pack
fantasy_c1c4723045,판타지 소품,양손도끼 7,0.568 × 2.007 × 0.136,0.307 × 1.085 × 0.074,0.540610134601593,,Assets/_Game/Content/ItemCollection/Prefabs/fantasy/fantasy_c1c4723045.prefab,Assets/ItemSources/3D_FREE_Low_Poly_Fantasy_Axes_Pack/Waycore Studio/Low Poly Fantasy Weapons/Axes/Prefabs/two_handed_axe_7.prefab,3D FREE Low Poly Fantasy Axes Pack
fantasy_0e0ace58ea,판타지 소품,양손도끼 8,0.797 × 1.968 × 0.132,0.427 × 1.054 × 0.071,0.5356712937355042,,Assets/_Game/Content/ItemCollection/Prefabs/fantasy/fantasy_0e0ace58ea.prefab,Assets/ItemSources/3D_FREE_Low_Poly_Fantasy_Axes_Pack/Waycore Studio/Low Poly Fantasy Weapons/Axes/Prefabs/two_handed_axe_8.prefab,3D FREE Low Poly Fantasy Axes Pack
fantasy_89cc8b93b8,판타지 소품,한손검 1,0.300 × 1.385 × 0.105,0.235 × 1.085 × 0.082,0.7834650874137878,,Assets/_Game/Content/ItemCollection/Prefabs/fantasy/fantasy_89cc8b93b8.prefab,Assets/ItemSources/3D_Low_Poly_Fantasy_Swords_Pack/Waycore Studio/Low Poly Fantasy Weapons/Swords/Prefabs/one_handed_sword_1.prefab,3D Low Poly Fantasy Swords Pack
fantasy_e182a557d1,판타지 소품,한손검 2,0.348 × 1.309 × 0.047,0.289 × 1.085 × 0.039,0.8289558291435242,,Assets/_Game/Content/ItemCollection/Prefabs/fantasy/fantasy_e182a557d1.prefab,Assets/ItemSources/3D_Low_Poly_Fantasy_Swords_Pack/Waycore Studio/Low Poly Fantasy Weapons/Swords/Prefabs/one_handed_sword_2.prefab,3D Low Poly Fantasy Swords Pack
fantasy_27d3fe5e2f,판타지 소품,한손검 3,0.277 × 1.277 × 0.032,0.235 × 1.085 × 0.027,0.849337637424469,,Assets/_Game/Content/ItemCollection/Prefabs/fantasy/fantasy_27d3fe5e2f.prefab,Assets/ItemSources/3D_Low_Poly_Fantasy_Swords_Pack/Waycore Studio/Low Poly Fantasy Weapons/Swords/Prefabs/one_handed_sword_3.prefab,3D Low Poly Fantasy Swords Pack
fantasy_7b9d9177ed,판타지 소품,한손검 4,0.293 × 1.463 × 0.100,0.217 × 1.085 × 0.074,0.7416301965713501,,Assets/_Game/Content/ItemCollection/Prefabs/fantasy/fantasy_7b9d9177ed.prefab,Assets/ItemSources/3D_Low_Poly_Fantasy_Swords_Pack/Waycore Studio/Low Poly Fantasy Weapons/Swords/Prefabs/one_handed_sword_4.prefab,3D Low Poly Fantasy Swords Pack
fantasy_18485369b0,판타지 소품,한손검 5,0.258 × 1.312 × 0.068,0.213 × 1.085 × 0.057,0.8268320560455322,,Assets/_Game/Content/ItemCollection/Prefabs/fantasy/fantasy_18485369b0.prefab,Assets/ItemSources/3D_Low_Poly_Fantasy_Swords_Pack/Waycore Studio/Low Poly Fantasy Weapons/Swords/Prefabs/one_handed_sword_5.prefab,3D Low Poly Fantasy Swords Pack
fantasy_e0aaa860b7,판타지 소품,한손검 6,0.250 × 1.233 × 0.057,0.220 × 1.085 × 0.050,0.879716157913208,,Assets/_Game/Content/ItemCollection/Prefabs/fantasy/fantasy_e0aaa860b7.prefab,Assets/ItemSources/3D_Low_Poly_Fantasy_Swords_Pack/Waycore Studio/Low Poly Fantasy Weapons/Swords/Prefabs/one_handed_sword_6.prefab,3D Low Poly Fantasy Swords Pack
fantasy_9c39ebe8e3,판타지 소품,한손검 7,0.306 × 1.279 × 0.062,0.259 × 1.085 × 0.053,0.8478661775588989,,Assets/_Game/Content/ItemCollection/Prefabs/fantasy/fantasy_9c39ebe8e3.prefab,Assets/ItemSources/3D_Low_Poly_Fantasy_Swords_Pack/Waycore Studio/Low Poly Fantasy Weapons/Swords/Prefabs/one_handed_sword_7.prefab,3D Low Poly Fantasy Swords Pack
fantasy_106f295e7d,판타지 소품,한손검 8,0.197 × 1.596 × 0.068,0.134 × 1.085 × 0.046,0.6794930100440979,,Assets/_Game/Content/ItemCollection/Prefabs/fantasy/fantasy_106f295e7d.prefab,Assets/ItemSources/3D_Low_Poly_Fantasy_Swords_Pack/Waycore Studio/Low Poly Fantasy Weapons/Swords/Prefabs/one_handed_sword_8.prefab,3D Low Poly Fantasy Swords Pack
fantasy_fc984bb738,판타지 소품,한손검 9,0.309 × 1.319 × 0.072,0.254 × 1.085 × 0.059,0.8221272230148315,,Assets/_Game/Content/ItemCollection/Prefabs/fantasy/fantasy_fc984bb738.prefab,Assets/ItemSources/3D_Low_Poly_Fantasy_Swords_Pack/Waycore Studio/Low Poly Fantasy Weapons/Swords/Prefabs/one_handed_sword_9.prefab,3D Low Poly Fantasy Swords Pack
fantasy_d36fc3d4c0,판타지 소품,양손검 1,0.477 × 1.821 × 0.119,0.284 × 1.085 × 0.071,0.5956751108169556,,Assets/_Game/Content/ItemCollection/Prefabs/fantasy/fantasy_d36fc3d4c0.prefab,Assets/ItemSources/3D_Low_Poly_Fantasy_Swords_Pack/Waycore Studio/Low Poly Fantasy Weapons/Swords/Prefabs/two_handed_sword_1.prefab,3D Low Poly Fantasy Swords Pack
fantasy_e43c0c49b1,판타지 소품,양손검 2,0.382 × 1.763 × 0.067,0.235 × 1.085 × 0.041,0.6152971386909485,,Assets/_Game/Content/ItemCollection/Prefabs/fantasy/fantasy_e43c0c49b1.prefab,Assets/ItemSources/3D_Low_Poly_Fantasy_Swords_Pack/Waycore Studio/Low Poly Fantasy Weapons/Swords/Prefabs/two_handed_sword_2.prefab,3D Low Poly Fantasy Swords Pack
fantasy_22c0772553,판타지 소품,양손검 3,0.315 × 1.822 × 0.099,0.188 × 1.085 × 0.059,0.5953779816627502,,Assets/_Game/Content/ItemCollection/Prefabs/fantasy/fantasy_22c0772553.prefab,Assets/ItemSources/3D_Low_Poly_Fantasy_Swords_Pack/Waycore Studio/Low Poly Fantasy Weapons/Swords/Prefabs/two_handed_sword_3.prefab,3D Low Poly Fantasy Swords Pack
fantasy_d70f3bafb0,판타지 소품,양손검 4,0.459 × 1.867 × 0.091,0.267 × 1.085 × 0.053,0.5811110734939575,,Assets/_Game/Content/ItemCollection/Prefabs/fantasy/fantasy_d70f3bafb0.prefab,Assets/ItemSources/3D_Low_Poly_Fantasy_Swords_Pack/Waycore Studio/Low Poly Fantasy Weapons/Swords/Prefabs/two_handed_sword_4.prefab,3D Low Poly Fantasy Swords Pack
fantasy_609698d78a,판타지 소품,양손검 5,0.477 × 1.821 × 0.075,0.284 × 1.085 × 0.045,0.5956751108169556,,Assets/_Game/Content/ItemCollection/Prefabs/fantasy/fantasy_609698d78a.prefab,Assets/ItemSources/3D_Low_Poly_Fantasy_Swords_Pack/Waycore Studio/Low Poly Fantasy Weapons/Swords/Prefabs/two_handed_sword_5.prefab,3D Low Poly Fantasy Swords Pack
fantasy_b3de1a813d,판타지 소품,화살 01-001,0.039 × 0.829 × 0.039,0.039 × 0.829 × 0.039,1.0,,Assets/_Game/Content/ItemCollection/Prefabs/fantasy/fantasy_b3de1a813d.prefab,Assets/ItemSources/Free_Low_Poly_Fantasy_RPG_Weapons/PurePoly/Free Fantasy RPG Weapons/Prefabs/PP_Theme_01_Arrow_001.prefab,Free Low Poly Fantasy RPG Weapons
fantasy_dbef16a451,판타지 소품,도끼 01-002,0.564 × 1.914 × 0.066,0.320 × 1.085 × 0.038,0.5667283535003662,,Assets/_Game/Content/ItemCollection/Prefabs/fantasy/fantasy_dbef16a451.prefab,Assets/ItemSources/Free_Low_Poly_Fantasy_RPG_Weapons/PurePoly/Free Fantasy RPG Weapons/Prefabs/PP_Theme_01_Axe_Two_Handed_002.prefab,Free Low Poly Fantasy RPG Weapons
fantasy_e5aecbc0f1,판타지 소품,화살통 01-001,0.165 × 0.674 × 0.191,0.165 × 0.674 × 0.191,1.0,,Assets/_Game/Content/ItemCollection/Prefabs/fantasy/fantasy_e5aecbc0f1.prefab,Assets/ItemSources/Free_Low_Poly_Fantasy_RPG_Weapons/PurePoly/Free Fantasy RPG Weapons/Prefabs/PP_Theme_01_Quiver_001.prefab,Free Low Poly Fantasy RPG Weapons
fantasy_715cd84aaa,판타지 소품,방패 01-005,0.698 × 1.121 × 0.185,0.427 × 0.686 × 0.113,0.6119207143783569,,Assets/_Game/Content/ItemCollection/Prefabs/fantasy/fantasy_715cd84aaa.prefab,Assets/ItemSources/Free_Low_Poly_Fantasy_RPG_Weapons/PurePoly/Free Fantasy RPG Weapons/Prefabs/PP_Theme_01_Shield_005.prefab,Free Low Poly Fantasy RPG Weapons
fantasy_e48cecf0e1,판타지 소품,활 02-001,0.402 × 1.565 × 0.112,0.279 × 1.085 × 0.077,0.6931260824203491,,Assets/_Game/Content/ItemCollection/Prefabs/fantasy/fantasy_e48cecf0e1.prefab,Assets/ItemSources/Free_Low_Poly_Fantasy_RPG_Weapons/PurePoly/Free Fantasy RPG Weapons/Prefabs/PP_Theme_02_Bow_001.prefab,Free Low Poly Fantasy RPG Weapons
fantasy_cad452f78d,판타지 소품,주먹무기 02-001,0.172 × 0.161 × 0.063,0.172 × 0.161 × 0.063,1.0,,Assets/_Game/Content/ItemCollection/Prefabs/fantasy/fantasy_cad452f78d.prefab,Assets/ItemSources/Free_Low_Poly_Fantasy_RPG_Weapons/PurePoly/Free Fantasy RPG Weapons/Prefabs/PP_Theme_02_Fist_Weapon_001.prefab,Free Low Poly Fantasy RPG Weapons
fantasy_f27c604345,판타지 소품,폭탄 03-003,0.096 × 0.175 × 0.096,0.096 × 0.175 × 0.096,1.0,,Assets/_Game/Content/ItemCollection/Prefabs/fantasy/fantasy_f27c604345.prefab,Assets/ItemSources/Free_Low_Poly_Fantasy_RPG_Weapons/PurePoly/Free Fantasy RPG Weapons/Prefabs/PP_Theme_03_Bomb_003.prefab,Free Low Poly Fantasy RPG Weapons
fantasy_1efa61df2b,판타지 소품,망치 03-001,0.350 × 1.012 × 0.247,0.350 × 1.012 × 0.247,1.0,,Assets/_Game/Content/ItemCollection/Prefabs/fantasy/fantasy_1efa61df2b.prefab,Assets/ItemSources/Free_Low_Poly_Fantasy_RPG_Weapons/PurePoly/Free Fantasy RPG Weapons/Prefabs/PP_Theme_03_Hammer_001.prefab,Free Low Poly Fantasy RPG Weapons
fantasy_881a756d19,판타지 소품,낫 04-001,0.809 × 1.968 × 0.095,0.427 × 1.039 × 0.050,0.5281151533126831,,Assets/_Game/Content/ItemCollection/Prefabs/fantasy/fantasy_881a756d19.prefab,Assets/ItemSources/Free_Low_Poly_Fantasy_RPG_Weapons/PurePoly/Free Fantasy RPG Weapons/Prefabs/PP_Theme_04_Scythe_001.prefab,Free Low Poly Fantasy RPG Weapons
fantasy_e4bc3f1238,판타지 소품,마법책 04-003,0.264 × 0.350 × 0.122,0.264 × 0.350 × 0.122,1.0,,Assets/_Game/Content/ItemCollection/Prefabs/fantasy/fantasy_e4bc3f1238.prefab,Assets/ItemSources/Free_Low_Poly_Fantasy_RPG_Weapons/PurePoly/Free Fantasy RPG Weapons/Prefabs/PP_Theme_04_Spellbook_003.prefab,Free Low Poly Fantasy RPG Weapons
fantasy_e1d61e71a8,판타지 소품,차크람 05-001,0.374 × 0.404 × 0.036,0.374 × 0.404 × 0.036,1.0,,Assets/_Game/Content/ItemCollection/Prefabs/fantasy/fantasy_e1d61e71a8.prefab,Assets/ItemSources/Free_Low_Poly_Fantasy_RPG_Weapons/PurePoly/Free Fantasy RPG Weapons/Prefabs/PP_Theme_05_Chakram_001.prefab,Free Low Poly Fantasy RPG Weapons
fantasy_aa44de01b3,판타지 소품,다이너마이트 05-003,0.055 × 0.257 × 0.040,0.055 × 0.257 × 0.040,1.0,,Assets/_Game/Content/ItemCollection/Prefabs/fantasy/fantasy_aa44de01b3.prefab,Assets/ItemSources/Free_Low_Poly_Fantasy_RPG_Weapons/PurePoly/Free Fantasy RPG Weapons/Prefabs/PP_Theme_05_Dynamite_003.prefab,Free Low Poly Fantasy RPG Weapons
fantasy_ec3f472d7d,판타지 소품,물약 06-002,0.155 × 0.356 × 0.153,0.155 × 0.356 × 0.153,1.0,,Assets/_Game/Content/ItemCollection/Prefabs/fantasy/fantasy_ec3f472d7d.prefab,Assets/ItemSources/Free_Low_Poly_Fantasy_RPG_Weapons/PurePoly/Free Fantasy RPG Weapons/Prefabs/PP_Theme_06_Potion_002.prefab,Free Low Poly Fantasy RPG Weapons
fantasy_116f27522b,판타지 소품,방패 06-002,0.731 × 0.983 × 0.164,0.427 × 0.574 × 0.096,0.5840587615966797,,Assets/_Game/Content/ItemCollection/Prefabs/fantasy/fantasy_116f27522b.prefab,Assets/ItemSources/Free_Low_Poly_Fantasy_RPG_Weapons/PurePoly/Free Fantasy RPG Weapons/Prefabs/PP_Theme_06_Shield_002.prefab,Free Low Poly Fantasy RPG Weapons
fantasy_53dd7c9233,판타지 소품,검 06-001,0.336 × 1.737 × 0.080,0.210 × 1.085 × 0.050,0.6245784163475037,,Assets/_Game/Content/ItemCollection/Prefabs/fantasy/fantasy_53dd7c9233.prefab,Assets/ItemSources/Free_Low_Poly_Fantasy_RPG_Weapons/PurePoly/Free Fantasy RPG Weapons/Prefabs/PP_Theme_06_Sword_Two-Handed_001.prefab,Free Low Poly Fantasy RPG Weapons
fantasy_de5cb40aed,판타지 소품,홀 07-001,0.457 × 1.885 × 0.095,0.263 × 1.085 × 0.055,0.57533860206604,,Assets/_Game/Content/ItemCollection/Prefabs/fantasy/fantasy_de5cb40aed.prefab,Assets/ItemSources/Free_Low_Poly_Fantasy_RPG_Weapons/PurePoly/Free Fantasy RPG Weapons/Prefabs/PP_Theme_07_Scepter_001.prefab,Free Low Poly Fantasy RPG Weapons
fantasy_974c86146b,판타지 소품,창 07-002,0.090 × 1.784 × 0.036,0.055 × 1.085 × 0.022,0.6082096695899963,,Assets/_Game/Content/ItemCollection/Prefabs/fantasy/fantasy_974c86146b.prefab,Assets/ItemSources/Free_Low_Poly_Fantasy_RPG_Weapons/PurePoly/Free Fantasy RPG Weapons/Prefabs/PP_Theme_07_Spear_002.prefab,Free Low Poly Fantasy RPG Weapons
fantasy_034d973480,판타지 소품,마법봉 08-001,0.235 × 0.994 × 0.077,0.235 × 0.994 × 0.077,1.0,,Assets/_Game/Content/ItemCollection/Prefabs/fantasy/fantasy_034d973480.prefab,Assets/ItemSources/Free_Low_Poly_Fantasy_RPG_Weapons/PurePoly/Free Fantasy RPG Weapons/Prefabs/PP_Theme_08_Wand_001.prefab,Free Low Poly Fantasy RPG Weapons
fantasy_2ae00896e0,판타지 소품,뿔피리 09-003,0.486 × 0.182 × 0.152,0.427 × 0.160 × 0.134,0.8794126510620117,,Assets/_Game/Content/ItemCollection/Prefabs/fantasy/fantasy_2ae00896e0.prefab,Assets/ItemSources/Free_Low_Poly_Fantasy_RPG_Weapons/PurePoly/Free Fantasy RPG Weapons/Prefabs/PP_Theme_09_Horn_003.prefab,Free Low Poly Fantasy RPG Weapons
fantasy_cd33b0bc36,판타지 소품,열쇠 09-002,0.043 × 0.162 × 0.012,0.043 × 0.162 × 0.012,1.0,,Assets/_Game/Content/ItemCollection/Prefabs/fantasy/fantasy_cd33b0bc36.prefab,Assets/ItemSources/Free_Low_Poly_Fantasy_RPG_Weapons/PurePoly/Free Fantasy RPG Weapons/Prefabs/PP_Theme_09_Key_002.prefab,Free Low Poly Fantasy RPG Weapons
